PMID,nct_id,has_results_section,has_results_section_update,New_has_results_section,has_adverse_events_section,has_adverse_events_section_update,New_has_adverse_events,primary_completion_date_type,primary_completion_date_type_update,New_primary_completion_date_type,primary_completion_date_update,results_first_post_date_update,primary_completion_date_clean_01,results_first_post_date,start_date_type,trial_start_date_clean_01,trial_start_date_update,start_date_type_update,New_trial_start_date,is_act,results_first_submit_date,results_first_submit_date_update,results_first_submit_qc_date_update,Publication_Date_Prio_Elec,Has_Protocol,Earliest_Document_Date_Protocol,Comp_vs_Up_Protocol,Comp_vs_Up_Protocol_Days,yr_1_Comp_after_Up_Protocol,Has_SAP,Earliest_Document_Date_SAP,Comp_vs_Up_SAP,Comp_vs_Up_SAP_Days,yr_1_Comp_after_Up_SAP,has_protocol_any_version_update,earliest_protocol_date_update,has_sap_any_version_update,earliest_sap_date_update,New_has_protocol,New_has_sap,Comp_vs_Up_Protocol_update,Comp_vs_Up_SAP_update,Comp_vs_Up_Protocol_Days_update,Comp_vs_Up_SAP_Days_update,has_extension_or_cert,disp_first_submit_date,disp_first_post_date
39838118,NCT04109066,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,1/16/2023,3/12/2024,ACTUAL,11/18/2019,11/18/2019,ACTUAL,1,Yes,2/13/2024,1/12/2024,2/13/2024,1/21/2025,Yes,6/27/2022,1,-203,0,Yes,6/27/2022,1,-203,0,Yes,6/27/2022,Yes,6/27/2022,,,1,1,-939,-939,FALSE,,
40217077,NCT04128904,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,12/14/2023,1/1/3011,ACTUAL,11/29/2019,11/29/2019,ACTUAL,1,No,1/1/3011,,,4/11/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40305712,NCT04133909,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,8/8/2024,8/15/2025,ACTUAL,10/30/2019,10/30/2019,ACTUAL,1,Yes,7/30/2025,7/30/2025,7/30/2025,5/1/2025,Yes,12/6/2021,1,-976,0,Yes,8/20/2024,2,12,0,Yes,12/6/2021,Yes,8/20/2024,,,1,1,-1242,-254,FALSE,,
40334156,NCT04152161,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,5/14/2024,6/19/2025,ACTUAL,10/16/2019,10/16/2019,ACTUAL,1,No,6/4/2025,5/12/2025,6/4/2025,5/8/2025,Yes,7/21/2023,1,-298,0,Yes,10/16/2023,1,-211,0,Yes,7/21/2023,Yes,10/16/2023,,,1,1,-657,-570,FALSE,,
39213194,NCT04153149,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,5/8/2024,10/21/2025,5/8/2024,1/1/3011,ACTUAL,11/26/2019,11/26/2019,ACTUAL,1,Yes,1/1/3011,6/18/2025,10/3/2025,8/30/2024,No,,3,,,No,,3,,,Yes,2/12/2024,Yes,5/30/2024,1,1,1,1,-200,-92,FALSE,,
40033113,NCT04153864,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,2/26/2024,8/14/2025,ACTUAL,1/6/2020,1/6/2020,ACTUAL,1,No,7/28/2025,6/26/2025,7/28/2025,3/3/2025,Yes,10/25/2024,2,242,0,Yes,6/16/2023,1,-255,0,Yes,10/25/2024,Yes,6/16/2023,,,1,1,-129,-626,FALSE,,
40323617,NCT04171531,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,2/12/2024,3/20/2025,ACTUAL,6/8/2020,6/8/2020,ACTUAL,1,Yes,2/12/2025,2/12/2025,3/14/2025,6/3/2025,Yes,2/12/2021,1,-1095,0,Yes,2/8/2024,1,-4,0,Yes,2/12/2021,Yes,2/8/2024,,,1,1,-1572,-481,FALSE,,
39536238,NCT04184622,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,4/1/2022,4/24/2023,ACTUAL,12/4/2019,12/4/2019,ACTUAL,1,Yes,3/30/2023,3/30/2023,3/30/2023,11/13/2024,Yes,10/4/2021,1,-179,0,Yes,9/28/2021,1,-185,0,Yes,10/4/2021,Yes,9/28/2021,,,1,1,-1136,-1142,FALSE,,
39616603,NCT04193189,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,8/13/2024,7/20/2025,ACTUAL,12/14/2020,12/14/2020,ACTUAL,1,Yes,5/21/2025,5/21/2025,7/16/2025,1/28/2025,Yes,2/18/2022,1,-907,0,Yes,1/6/2023,1,-585,0,Yes,12/13/2022,Yes,1/6/2023,,,1,1,-777,-753,FALSE,,
39927615,NCT04221477,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,8/15/2024,11/6/2025,8/15/2024,1/1/3011,ACTUAL,8/10/2020,8/10/2020,ACTUAL,1,Yes,1/1/3011,8/13/2025,10/22/2025,2/7/2025,No,,3,,,No,,3,,,Yes,2/7/2024,Yes,7/19/2024,1,1,1,1,-366,-203,FALSE,,
39919773,NCT04232969,FALSE,FALSE,,FALSE,FALSE,,ESTIMATED,ACTUAL,1,2/24/2024,,2/24/2024,1/1/3011,ACTUAL,1/20/2020,1/20/2020,ACTUAL,1,No,1/1/3011,,,2/4/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40098564,NCT04235608,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,10/31/2023,1/1/3011,ACTUAL,5/3/2020,5/3/2020,ACTUAL,1,No,1/1/3011,,,5/13/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40387025,NCT04250194,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,6/10/2024,7/14/2025,ACTUAL,5/22/2020,5/22/2020,ACTUAL,1,Yes,5/20/2025,5/20/2025,7/11/2025,5/18/2025,Yes,3/29/2023,1,-439,0,Yes,3/29/2023,1,-439,0,Yes,3/29/2023,Yes,3/29/2023,,,1,1,-781,-781,FALSE,,
39775043,NCT04303169,FALSE,FALSE,,FALSE,FALSE,,ESTIMATED,ACTUAL,1,9/24/2025,,10/6/2025,1/1/3011,ACTUAL,6/26/2020,6/26/2020,ACTUAL,1,Yes,1/1/3011,,,1/7/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40366680,NCT04331691,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,5/23/2024,1/1/3011,ACTUAL,11/16/2020,11/16/2020,ACTUAL,1,No,1/1/3011,,,6/17/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39775041,NCT04332276,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,5/6/2024,1/1/3011,ACTUAL,9/18/2020,9/18/2020,ACTUAL,1,No,1/1/3011,,,1/7/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40174597,NCT04397211,FALSE,FALSE,,FALSE,FALSE,,ESTIMATED,ESTIMATED,,,,9/1/2024,1/1/3011,ACTUAL,5/29/2020,5/29/2020,ACTUAL,1,No,1/1/3011,,,3/30/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39565980,NCT04410146,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,5/23/2024,6/4/2026,5/23/2024,1/1/3011,ACTUAL,11/1/2020,11/1/2020,ACTUAL,1,Yes,1/1/3011,2/26/2026,6/2/2026,11/20/2024,No,,3,,,No,,3,,,Yes,3/1/2023,Yes,4/16/2024,1,1,1,1,-630,-218,TRUE,4/28/2025,6/4/2026
40202623,NCT04410978,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,7/15/2024,6/18/2025,ACTUAL,6/30/2020,6/30/2020,ACTUAL,1,Yes,6/3/2025,6/3/2025,6/3/2025,4/8/2025,Yes,12/20/2023,1,-208,0,Yes,7/10/2024,1,-5,0,Yes,12/20/2023,Yes,7/10/2024,,,1,1,-475,-272,FALSE,,
40202623,NCT04410991,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,7/16/2024,6/18/2025,ACTUAL,6/11/2020,6/11/2020,ACTUAL,1,Yes,6/3/2025,6/3/2025,6/3/2025,4/8/2025,Yes,12/20/2023,1,-209,0,Yes,7/10/2024,1,-6,0,Yes,12/20/2023,Yes,7/10/2024,,,1,1,-475,-272,FALSE,,
40202696,NCT04411641,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,8/29/2024,6/18/2025,ACTUAL,9/24/2020,9/24/2020,ACTUAL,1,Yes,6/3/2025,6/3/2025,6/3/2025,4/8/2025,Yes,12/20/2023,1,-253,0,Yes,4/30/2024,1,-121,0,Yes,12/20/2023,Yes,4/30/2024,,,1,1,-475,-343,FALSE,,
40174599,NCT04418479,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,10/31/2024,1/1/3011,ACTUAL,8/10/2020,8/10/2020,ACTUAL,1,No,1/1/3011,,,3/30/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39216096,NCT04437303,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,3/21/2024,1/1/3011,ACTUAL,11/25/2020,11/25/2020,ACTUAL,1,No,1/1/3011,,,8/31/2024,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40187364,NCT04443023,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,11/2/2023,1/1/3011,ACTUAL,6/15/2020,6/15/2020,ACTUAL,1,No,1/1/3011,,,4/2/2025,Yes,5/6/2023,1,-180,0,Yes,5/6/2023,1,-180,0,Yes,5/6/2023,Yes,5/6/2023,,,1,1,-697,-697,FALSE,,
39955119,NCT04462536,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,8/31/2023,6/22/2025,ACTUAL,12/6/2020,12/6/2020,ACTUAL,1,Yes,5/20/2025,5/20/2025,6/4/2025,2/15/2025,Yes,6/1/2022,1,-456,0,Yes,6/1/2022,1,-456,0,Yes,6/1/2022,Yes,6/1/2022,,,1,1,-990,-990,FALSE,,
40517007,NCT04472429,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,4/15/2024,5/23/2025,ACTUAL,1/12/2021,1/12/2021,ACTUAL,1,Yes,4/8/2025,4/8/2025,5/22/2025,6/14/2025,Yes,2/4/2025,2,295,0,Yes,11/8/2023,1,-159,0,Yes,2/4/2025,Yes,11/8/2023,,,1,1,-130,-584,FALSE,,
39475399,NCT04482062,FALSE,FALSE,,FALSE,FALSE,,ESTIMATED,ACTUAL,1,12/5/2025,,12/21/2025,1/1/3011,ACTUAL,4/9/2021,4/9/2021,ACTUAL,1,Yes,1/1/3011,,,10/30/2024,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39556379,NCT04497376,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,7/18/2024,1/1/3011,ACTUAL,8/27/2021,8/27/2021,ACTUAL,1,No,1/1/3011,,,2/4/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39775039,NCT04502823,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,12/18/2022,1/1/3011,ACTUAL,9/21/2020,9/21/2020,ACTUAL,1,No,1/1/3011,,,1/7/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40202593,NCT04524273,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,5/28/2024,3/10/2026,5/28/2024,1/1/3011,ACTUAL,10/15/2020,10/15/2020,ACTUAL,1,Yes,1/1/3011,12/16/2025,3/6/2026,4/8/2025,No,,3,,,No,,3,,,Yes,9/18/2025,Yes,8/19/2024,1,1,2,1,163,-232,TRUE,2/14/2025,3/10/2026
39541094,NCT04540497,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,4/9/2024,6/25/2025,ACTUAL,12/4/2020,12/4/2020,ACTUAL,1,Yes,4/15/2025,4/15/2025,6/19/2025,11/14/2024,Yes,8/8/2023,1,-245,0,Yes,5/15/2024,2,36,0,Yes,8/8/2023,Yes,5/15/2024,,,1,1,-464,-183,TRUE,3/31/2025,6/25/2025
40159556,NCT04551729,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,9/23/2024,1/1/3011,ACTUAL,4/21/2021,4/21/2021,ACTUAL,1,No,1/1/3011,,,3/30/2025,Yes,11/30/2020,1,-1393,0,Yes,9/1/2023,1,-388,0,Yes,11/30/2020,Yes,9/1/2023,,,1,1,-1581,-576,FALSE,,
40169145,NCT04560998,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,6/5/2024,7/8/2025,ACTUAL,10/1/2020,10/1/2020,ACTUAL,1,Yes,6/3/2025,6/3/2025,7/7/2025,3/29/2025,Yes,4/18/2023,1,-414,0,Yes,8/26/2024,2,82,0,Yes,4/18/2023,Yes,8/26/2024,,,1,1,-711,-215,FALSE,,
40460847,NCT04581473,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,10/18/2024,1/1/3011,ACTUAL,10/23/2020,10/23/2020,ACTUAL,1,No,1/1/3011,,,5/31/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40267423,NCT04594369,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,10/28/2024,12/16/2025,10/28/2024,1/1/3011,ACTUAL,12/1/2020,12/1/2020,ACTUAL,1,Yes,1/1/3011,10/27/2025,11/28/2025,4/24/2025,No,,3,,,No,,3,,,Yes,2/14/2024,Yes,4/19/2024,1,1,1,1,-435,-370,FALSE,,
40075230,NCT04598165,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,2/20/2023,8/15/2024,ACTUAL,9/7/2020,9/7/2020,ACTUAL,1,No,7/22/2024,5/31/2024,7/22/2024,3/12/2025,Yes,10/1/2021,1,-507,0,Yes,5/31/2024,2,466,1,Yes,10/1/2021,Yes,5/31/2024,,,1,1,-1258,-285,TRUE,1/9/2024,1/23/2024
40065169,NCT04603495,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,8/23/2023,10/28/2024,ACTUAL,4/9/2021,4/9/2021,ACTUAL,1,Yes,8/23/2024,8/23/2024,10/25/2024,3/10/2025,Yes,10/4/2023,2,42,0,Yes,10/26/2023,2,64,0,Yes,10/4/2023,Yes,10/26/2023,,,1,1,-523,-501,FALSE,,
39671272,NCT04613674,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,9/14/2023,1/1/3011,ACTUAL,12/9/2020,12/9/2020,ACTUAL,1,No,1/1/3011,,,2/25/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39984634,NCT04622514,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,5/9/2024,1/1/3011,ACTUAL,12/1/2020,12/1/2020,ACTUAL,1,No,1/1/3011,,,2/21/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39602173,NCT04646811,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,4/23/2024,1/1/3011,ACTUAL,2/10/2021,2/10/2021,ACTUAL,1,No,1/1/3011,,,1/14/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39922675,NCT04681651,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,5/5/2023,1/1/3011,ACTUAL,4/22/2021,4/22/2021,ACTUAL,1,No,1/1/3011,,,2/8/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40162639,NCT04696185,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,12/29/2024,1/1/3011,ACTUAL,1/27/2021,1/27/2021,ACTUAL,1,No,1/1/3011,,,3/29/2025,Yes,10/14/2020,1,-1537,0,Yes,10/14/2020,1,-1537,0,Yes,10/14/2020,Yes,10/14/2020,,,1,1,-1627,-1627,FALSE,,
39953289,NCT04702451,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,12/27/2023,9/12/2025,ACTUAL,2/12/2021,2/12/2021,ACTUAL,1,Yes,3/25/2025,3/25/2025,9/11/2025,2/14/2025,Yes,7/6/2022,1,-539,0,Yes,2/19/2024,2,54,0,Yes,7/6/2022,Yes,2/19/2024,,,1,1,-954,-361,FALSE,,
39842011,NCT04755283,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,2/15/2024,7/30/2025,ACTUAL,2/2/2021,2/2/2021,ACTUAL,1,Yes,4/3/2025,4/3/2025,7/29/2025,1/23/2025,Yes,4/18/2023,1,-303,0,Yes,7/24/2023,1,-206,0,Yes,4/18/2023,Yes,7/24/2023,,,1,1,-646,-549,TRUE,2/14/2025,7/30/2025
39709979,NCT04766879,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,10/23/2023,1/1/3011,ACTUAL,3/2/2021,3/2/2021,ACTUAL,1,No,1/1/3011,,,12/19/2024,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39258838,NCT04775082,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,8/1/2023,1/1/3011,ACTUAL,3/4/2021,3/4/2021,ACTUAL,1,Yes,1/1/3011,,,9/10/2024,No,,3,,,No,,3,,,No,,No,,,,3,3,,,TRUE,7/25/2024,4/24/2024
39555826,NCT04847557,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,7/2/2024,8/20/2025,ACTUAL,4/20/2021,4/20/2021,ACTUAL,1,Yes,7/2/2025,7/2/2025,8/15/2025,11/16/2024,Yes,2/14/2024,1,-139,0,Yes,6/26/2024,1,-6,0,Yes,2/14/2024,Yes,6/26/2024,,,1,1,-276,-143,FALSE,,
40106374,NCT04851964,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,9/23/2024,1/27/2026,9/23/2024,1/1/3011,ACTUAL,4/22/2021,4/22/2021,ACTUAL,1,Yes,1/1/3011,9/12/2025,1/8/2026,3/1/2025,No,,3,,,No,,3,,,Yes,1/17/2024,Yes,8/21/2024,1,1,1,1,-409,-192,FALSE,,
39455729,NCT04889183,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,5/28/2024,1/1/3011,ACTUAL,3/14/2022,3/14/2022,ACTUAL,1,No,1/1/3011,,,10/25/2024,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40167274,NCT04896008,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,7/26/2024,8/22/2025,ACTUAL,12/1/2021,12/1/2021,ACTUAL,1,Yes,7/3/2025,7/3/2025,8/5/2025,3/31/2025,Yes,4/23/2024,1,-94,0,Yes,10/16/2024,2,82,0,Yes,4/23/2024,Yes,10/16/2024,,,1,1,-342,-166,FALSE,,
39747681,NCT04911660,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,3/30/2023,1/1/3011,ACTUAL,8/25/2021,8/25/2021,ACTUAL,1,No,1/1/3011,,,1/2/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40473450,NCT04924608,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,8/5/2024,10/20/2025,8/5/2024,1/1/3011,ACTUAL,11/19/2021,11/19/2021,ACTUAL,1,Yes,1/1/3011,8/5/2025,10/1/2025,6/2/2025,No,,3,,,No,,3,,,Yes,11/3/2023,Yes,8/30/2024,1,1,1,1,-577,-276,FALSE,,
39602624,NCT04925752,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,8/5/2024,9/17/2025,ACTUAL,6/28/2021,6/28/2021,ACTUAL,1,Yes,7/23/2025,7/23/2025,8/28/2025,11/27/2024,Yes,10/21/2024,2,77,0,Yes,8/20/2024,2,15,0,Yes,10/21/2024,Yes,8/20/2024,,,1,1,-37,-99,FALSE,,
39660834,NCT04975308,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,6/24/2024,7/11/2025,ACTUAL,10/4/2021,10/4/2021,ACTUAL,1,Yes,6/23/2025,6/23/2025,7/9/2025,12/11/2024,Yes,7/31/2023,1,-329,0,Yes,8/24/2023,1,-305,0,Yes,7/31/2023,Yes,8/24/2023,,,1,1,-499,-475,FALSE,,
39843940,NCT05008783,FALSE,FALSE,,FALSE,FALSE,,ESTIMATED,ACTUAL,1,12/6/2024,,4/18/2025,1/1/3011,ACTUAL,9/17/2021,9/17/2021,ACTUAL,1,No,1/1/3011,,,1/22/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39908430,NCT05029414,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,10/10/2024,1/1/3011,ACTUAL,12/9/2021,12/9/2021,ACTUAL,1,No,1/1/3011,,,2/5/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40043237,NCT05032157,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,12/18/2023,11/1/2024,ACTUAL,12/1/2021,12/1/2021,ACTUAL,1,Yes,10/7/2024,10/7/2024,10/7/2024,3/6/2025,Yes,5/23/2022,1,-574,0,Yes,1/24/2024,2,37,0,Yes,5/23/2022,Yes,1/24/2024,,,1,1,-1018,-407,FALSE,,
40341827,NCT05039450,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,8/25/2023,1/1/3011,ACTUAL,7/30/2021,7/30/2021,ACTUAL,1,Yes,1/1/3011,,,5/9/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40158526,NCT05072080,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,4/3/2023,8/30/2024,ACTUAL,9/29/2021,9/29/2021,ACTUAL,1,Yes,4/2/2024,4/2/2024,8/6/2024,3/27/2025,Yes,3/20/2023,1,-14,0,Yes,3/20/2023,1,-14,0,Yes,3/20/2023,Yes,3/20/2023,,,1,1,-738,-738,TRUE,11/22/2023,8/30/2024
39225259,NCT05089084,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,4/29/2024,2/4/2026,4/29/2024,1/1/3011,ACTUAL,1/11/2022,12/14/2021,ACTUAL,1,Yes,1/1/3011,12/18/2025,2/2/2026,9/2/2024,No,,3,,,No,,3,,,Yes,11/8/2024,Yes,5/6/2024,1,1,2,1,67,-119,TRUE,4/28/2025,2/4/2026
40473449,NCT05091567,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,7/29/2024,12/29/2025,2/12/2025,1/1/3011,ACTUAL,11/18/2021,11/18/2021,ACTUAL,1,Yes,1/1/3011,11/21/2025,12/9/2025,6/2/2025,No,,3,,,No,,3,,,Yes,3/5/2025,Yes,5/10/2024,1,1,1,1,-89,-388,FALSE,,
40086461,NCT05093829,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,3/10/2023,5/7/2024,ACTUAL,3/24/2022,3/24/2022,ACTUAL,1,No,4/10/2024,3/1/2024,4/10/2024,3/11/2025,Yes,5/23/2023,2,74,0,Yes,6/2/2023,2,84,0,Yes,5/23/2023,Yes,6/2/2023,,,1,1,-658,-648,FALSE,,
39385046,NCT05096221,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,10/4/2023,12/10/2024,ACTUAL,10/27/2021,10/27/2021,ACTUAL,1,Yes,10/4/2024,10/4/2024,11/22/2024,10/9/2024,Yes,5/28/2024,2,237,0,Yes,5/28/2024,2,237,0,Yes,5/28/2024,Yes,5/28/2024,,,1,1,-134,-134,FALSE,,
39445704,NCT05120830,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,4/4/2024,1/1/3011,ACTUAL,12/10/2021,12/10/2021,ACTUAL,1,No,1/1/3011,,,10/24/2024,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39657224,NCT05146700,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,10/12/2023,1/1/3011,ACTUAL,12/10/2021,12/10/2021,ACTUAL,1,No,1/1/3011,,,2/11/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39908448,NCT05151172,FALSE,FALSE,,FALSE,FALSE,,ESTIMATED,ESTIMATED,,,,12/31/2025,1/1/3011,ACTUAL,4/15/2022,4/15/2022,ACTUAL,1,Yes,1/1/3011,,,2/5/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39433921,NCT05202119,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,6/6/2023,4/22/2026,6/6/2023,1/1/3011,ACTUAL,5/1/2022,5/12/2022,ACTUAL,1,Yes,1/1/3011,2/27/2026,4/1/2026,10/21/2024,Yes,1/10/2023,1,-147,0,No,,3,,,Yes,1/10/2023,Yes,1/13/2023,,1,1,1,-650,-647,FALSE,,
39480221,NCT05205031,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,5/5/2024,1/1/3011,ACTUAL,3/1/2022,3/1/2022,ACTUAL,1,No,1/1/3011,,,10/31/2024,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39794615,NCT05205928,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,4/15/2024,1/1/3011,ACTUAL,10/2/2022,10/2/2022,ACTUAL,1,No,1/1/3011,,,1/10/2025,Yes,12/6/2022,1,-496,0,Yes,12/6/2022,1,-496,0,Yes,12/6/2022,Yes,12/6/2022,,,1,1,-766,-766,FALSE,,
40121537,NCT05220501,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,9/6/2024,11/10/2025,9/6/2024,1/1/3011,ACTUAL,12/15/2021,12/15/2021,ACTUAL,1,Yes,1/1/3011,6/19/2025,10/22/2025,5/20/2025,No,,3,,,No,,3,,,Yes,7/26/2023,Yes,7/26/2023,1,1,1,1,-664,-664,FALSE,,
40065171,NCT05233774,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,9/29/2023,1/1/3011,ACTUAL,12/28/2021,12/28/2021,ACTUAL,1,Yes,1/1/3011,,,3/10/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39762418,NCT05245474,FALSE,FALSE,,FALSE,FALSE,,ESTIMATED,ESTIMATED,,,,3/1/2024,1/1/3011,ACTUAL,4/1/2022,4/1/2022,ACTUAL,1,No,1/1/3011,,,1/6/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40179932,NCT05256654,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,3/4/2024,3/17/2025,ACTUAL,7/20/2022,7/20/2022,ACTUAL,1,Yes,3/3/2025,3/3/2025,3/3/2025,3/31/2025,Yes,2/14/2023,1,-384,0,Yes,6/2/2023,1,-276,0,Yes,2/14/2023,Yes,6/2/2023,,,1,1,-776,-668,FALSE,,
40473448,NCT05257408,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,3/24/2025,1/1/3011,ACTUAL,6/29/2022,6/29/2022,ACTUAL,1,Yes,1/1/3011,,,6/2/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
