PMID,Title,journal_book,nct_id,publication_url,sponsor_name,is_act,is_pact,trial_start_date,trial_start_date_clean_01,trial_start_date_clean_mid,start_date_type,primary_completion_date,primary_completion_date_clean_01,primary_completion_date_clean_mid,primary_completion_date_type,first_registration_date,first_registration_date_clean_01,first_registration_date_clean_mid,first_submitted_date,secondary_ids,lead_sponsor_name,lead_sponsor_class,funder_type,collaborator_names,all_sponsors,is_nih_funded,is_randomized,allocation,intervention_model,study_type,has_results_section,results_first_post_date,results_first_submit_date,has_adverse_events_section,Has_Protocol,Earliest_Document_Date_Protocol,Has_SAP,Earliest_Document_Date_SAP,Electronic_Publication_Date,Print_Publication_Date,Publication_Date_Prio_Print,Publication_Date_Prio_Elec,funder_sponsor
40023651,"Extended treatment of venous thromboembolism with reduced-dose versus full-dose direct oral anticoagulants in patients at high risk of recurrence: a non-inferiority, multicentre, randomised, open-label, blinded endpoint trial",Lancet,NCT03285438,,,No,,11/2/2017,11/2/2017,11/2/2017,ACTUAL,11/8/2023,11/8/2023,11/8/2023,ACTUAL,9/14/2017,9/14/2017,9/14/2017,9/14/2017,,"University Hospital, Brest",OTHER,OTHER,University Hospital of Saint-Etienne,"University Hospital, Brest; University Hospital of Saint-Etienne",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,,3/1/2025,3/1/2025,3/1/2025,OTHER
39652675,Daratumumab or Active Monitoring for High-Risk Smoldering Multiple Myeloma,N Engl J Med,NCT03301220,https://clinicaltrials.gov/study/NCT03301220,"Janssen Research & Development, LLC",Yes,FALSE,11/7/2017,11/7/2017,11/7/2017,ACTUAL,5/1/2024,5/1/2024,5/1/2024,ACTUAL,9/29/2017,9/29/2017,9/29/2017,9/29/2017,"54767414SMM3001 (OTHER, Janssen Research & Development, LLC); 2016-001205-16 (EUDRACT_NUMBER); 2023-507143-11-00 (REGISTRY, EUCT number)","Janssen Research & Development, LLC",INDUSTRY,INDUSTRY,,"Janssen Research & Development, LLC",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,12/9/2024,5/8/2025,5/8/2025,12/9/2024,INDUSTRY
39655786,Liberal or Restrictive Transfusion Strategy in Aneurysmal Subarachnoid Hemorrhage,N Engl J Med,NCT03309579,,,No,,2/12/2018,2/12/2018,2/12/2018,ACTUAL,7/10/2024,7/10/2024,7/10/2024,ACTUAL,10/10/2017,10/10/2017,10/10/2017,10/10/2017,,Ottawa Hospital Research Institute,OTHER,OTHER,Canadian Institutes of Health Research (CIHR),Ottawa Hospital Research Institute; Canadian Institutes of Health Research (CIHR),No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,Yes,9/3/2020,Yes,9/13/2024,12/9/2024,3/13/2025,3/13/2025,12/9/2024,OTHER
40294395,Extended Caffeine for Apnea in Moderately Preterm Infants: The MoCHA Randomized Clinical Trial,JAMA,NCT03340727,https://clinicaltrials.gov/study/NCT03340727,NICHD Neonatal Research Network,Yes,FALSE,2/27/2019,2/27/2019,2/27/2019,ACTUAL,1/23/2023,1/23/2023,1/23/2023,ACTUAL,11/8/2017,11/8/2017,11/8/2017,11/3/2017,UG1HD034216 (NIH); UG1HD027904 (NIH); UG1HD021364 (NIH); UG1HD027853 (NIH); UG1HD040689 (NIH); UG1HD040492 (NIH); UG1HD027851 (NIH); UG1HD087229 (NIH); UG1HD053109 (NIH); UG1HD068278 (NIH); UG1HD068244 (NIH); UG1HD068263 (NIH); UG1HD027880 (NIH); UG1HD053089 (NIH); UG1HD087226 (NIH); U10HD036790 (NIH),NICHD Neonatal Research Network,NETWORK,NETWORK,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NICHD Neonatal Research Network; Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,6/28/2024,5/7/2024,TRUE,Yes,12/16/2021,Yes,12/12/2022,,6/24/2025,6/24/2025,6/24/2025,NIH
39282913,Phase 3 Trial of Cabozantinib to Treat Advanced Neuroendocrine Tumors,N Engl J Med,NCT03375320,https://clinicaltrials.gov/study/NCT03375320,National Cancer Institute (NCI),Yes,FALSE,10/26/2018,10/26/2018,10/26/2018,ACTUAL,8/23/2023,8/23/2023,8/23/2023,ACTUAL,12/15/2017,12/15/2017,12/15/2017,12/15/2017,"NCI-2017-02297 (REGISTRY, CTRP (Clinical Trial Reporting Program)); A021602 (OTHER, Alliance for Clinical Trials in Oncology); A021602 (OTHER, CTEP); U10CA180821 (NIH)",National Cancer Institute (NCI),NIH,NIH,,National Cancer Institute (NCI),Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,10/16/2024,8/20/2024,TRUE,Yes,12/7/2022,Yes,12/7/2022,9/16/2024,2/13/2025,2/13/2025,9/16/2024,NIH
40163873,The Effect of 4:3 Intermittent Fasting on Weight Loss at 12 Months : A Randomized Clinical Trial,Ann Intern Med,NCT03411356,,,No,,12/22/2017,12/22/2017,12/22/2017,ACTUAL,8/5/2022,8/5/2022,8/5/2022,ACTUAL,1/18/2018,1/18/2018,1/18/2018,1/4/2018,R01DK111622-01A1 (NIH),"University of Colorado, Denver",OTHER,OTHER,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),"University of Colorado, Denver; National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,4/1/2025,5/1/2025,5/1/2025,4/1/2025,NIH
39813042,Palliative Care Initiated in the Emergency Department: A Cluster Randomized Clinical Trial,JAMA,NCT03424109,,,No,,7/1/2019,7/1/2019,7/1/2019,ACTUAL,12/31/2022,12/31/2022,12/31/2022,ACTUAL,2/5/2018,2/5/2018,2/5/2018,1/30/2018,5UH3AT009844 (NIH),NYU Langone Health,OTHER,OTHER,National Center for Complementary and Integrative Health (NCCIH); National Institutes of Health (NIH); Memorial Sloan Kettering Cancer Center,NYU Langone Health; National Center for Complementary and Integrative Health (NCCIH); National Institutes of Health (NIH); Memorial Sloan Kettering Cancer Center,Yes,,,,OBSERVATIONAL,TRUE,6/22/2025,6/4/2025,TRUE,Yes,10/30/2022,Yes,10/30/2022,,2/18/2025,2/18/2025,2/18/2025,NIH
40079940,Adjuvant PD-1 Blockade With Camrelizumab for Nasopharyngeal Carcinoma: The DIPPER Randomized Clinical Trial,JAMA,NCT03427827,,,No,,7/2/2018,7/2/2018,7/2/2018,ACTUAL,2/6/2024,2/6/2024,2/6/2024,ACTUAL,2/3/2018,2/3/2018,2/3/2018,2/3/2018,,Sun Yat-sen University,OTHER,OTHER,,Sun Yat-sen University,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,,5/13/2025,5/13/2025,5/13/2025,OTHER
40079944,Atezolizumab in High-Risk Locally Advanced Squamous Cell Carcinoma of the Head and Neck: A Randomized Clinical Trial,JAMA,NCT03452137,https://clinicaltrials.gov/study/NCT03452137,Hoffmann-La Roche,Yes,FALSE,4/3/2018,4/3/2018,4/3/2018,ACTUAL,9/27/2023,9/27/2023,9/27/2023,ACTUAL,2/28/2018,2/28/2018,2/28/2018,2/25/2018,2017-003302-40 (EUDRACT_NUMBER),Hoffmann-La Roche,INDUSTRY,INDUSTRY,,Hoffmann-La Roche,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,10/9/2024,9/16/2024,TRUE,Yes,2/24/2023,Yes,3/30/2022,,5/13/2025,5/13/2025,5/13/2025,INDUSTRY
39540799,Tenofovir and Hepatitis B Virus Transmission During Pregnancy: A Randomized Clinical Trial,JAMA,NCT03476083,https://clinicaltrials.gov/study/NCT03476083,New Discovery LLC,Yes,FALSE,6/10/2018,6/10/2018,6/10/2018,ACTUAL,2021-05,5/1/2021,5/16/2021,ESTIMATED,3/22/2018,3/22/2018,3/22/2018,3/18/2018,"(2018) 462 No: HGRSL20180412 (OTHER, Ministry of Science and Technology of China, HGRM Office)",New Discovery LLC,INDUSTRY,INDUSTRY,,New Discovery LLC,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,,2/4/2025,2/4/2025,2/4/2025,INDUSTRY
40258956,"Blood pressure reduction and all-cause dementia in people with uncontrolled hypertension: an open-label, blinded-endpoint, cluster-randomized trial",Nat Med,NCT03527719,,,No,,5/8/2018,5/8/2018,5/8/2018,ACTUAL,2026-01,1/1/2026,1/16/2026,ESTIMATED,5/4/2018,5/4/2018,5/4/2018,4/22/2018,,First Hospital of China Medical University,OTHER,OTHER,Tulane University; First Affiliated Hospital Xi'an Jiaotong University; Tongji Hospital; Disease Control and Prevention Centre of Liaoning Province; Chaoyang Central Hospital; Hanzhong People's Hospital; Disease Control and Prevention Centre of Chaoyang City; Shengjing Hospital,First Hospital of China Medical University; Tulane University; First Affiliated Hospital Xi'an Jiaotong University; Tongji Hospital; Disease Control and Prevention Centre of Liaoning Province; Chaoyang Central Hospital; Hanzhong People's Hospital; Disease Control and Prevention Centre of Chaoyang City; Shengjing Hospital,Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,4/21/2025,6/1/2025,6/1/2025,4/21/2025,NIH
39453837,Long-Term Effects of Empagliflozin in Patients with Chronic Kidney Disease,N Engl J Med,NCT03594110,https://clinicaltrials.gov/study/NCT03594110,Boehringer Ingelheim,Yes,FALSE,1/31/2019,1/31/2019,1/31/2019,ACTUAL,7/5/2022,7/5/2022,7/5/2022,ACTUAL,7/10/2018,7/10/2018,7/10/2018,7/10/2018,2017-002971-24 (EUDRACT_NUMBER),Boehringer Ingelheim,INDUSTRY,INDUSTRY,University of Oxford; Eli Lilly and Company,Boehringer Ingelheim; University of Oxford; Eli Lilly and Company,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,7/27/2023,6/30/2023,TRUE,Yes,3/2/2019,Yes,6/20/2022,10/25/2024,2/20/2025,2/20/2025,10/25/2024,INDUSTRY
39657981,High-Flow Nasal Oxygen vs Noninvasive Ventilation in Patients With Acute Respiratory Failure: The RENOVATE Randomized Clinical Trial,JAMA,NCT03643939,,,No,,11/1/2019,11/1/2019,11/1/2019,ACTUAL,11/30/2023,11/30/2023,11/30/2023,ACTUAL,8/21/2018,8/21/2018,8/21/2018,8/21/2018,,Hospital do Coracao,OTHER,OTHER,"Ministry of Health, Brazil; Berry Consultants","Hospital do Coracao; Ministry of Health, Brazil; Berry Consultants",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,Yes,3/13/2023,,3/11/2025,3/11/2025,3/11/2025,OTHER
39910273,"Daratumumab plus bortezomib, lenalidomide and dexamethasone for transplant-ineligible or transplant-deferred newly diagnosed multiple myeloma: the randomized phase 3 CEPHEUS trial",Nat Med,NCT03652064,https://clinicaltrials.gov/study/NCT03652064,"Janssen Research & Development, LLC",Yes,FALSE,11/6/2018,11/6/2018,11/6/2018,ACTUAL,5/7/2024,5/7/2024,5/7/2024,ACTUAL,8/28/2018,8/28/2018,8/28/2018,8/17/2018,"54767414MMY3019 (OTHER, Janssen Research & Development, LLC); 2018-001545-13 (EUDRACT_NUMBER); 2023-507312-13-00 (REGISTRY, EUCT number)","Janssen Research & Development, LLC",INDUSTRY,INDUSTRY,,"Janssen Research & Development, LLC",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,2/5/2025,4/1/2025,4/1/2025,2/5/2025,INDUSTRY
40162636,Extended Reduced-Dose Apixaban for Cancer-Associated Venous Thromboembolism,N Engl J Med,NCT03692065,,,No,,10/11/2018,10/11/2018,10/11/2018,ACTUAL,9/6/2024,9/6/2024,9/6/2024,ACTUAL,10/1/2018,10/1/2018,10/1/2018,9/28/2018,,Assistance Publique - Hôpitaux de Paris,OTHER,OTHER,Bristol-Myers Squibb,Assistance Publique - Hôpitaux de Paris; Bristol-Myers Squibb,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,3/29/2025,4/10/2025,4/10/2025,3/29/2025,OTHER
39838117,"Pembrolizumab and chemotherapy in high-risk, early-stage, ER(+)/HER2(-) breast cancer: a randomized phase 3 trial",Nat Med,NCT03725059,https://clinicaltrials.gov/study/NCT03725059,Merck Sharp & Dohme LLC,Yes,FALSE,12/27/2018,12/27/2018,12/27/2018,ACTUAL,1/24/1931,1/24/2031,1/24/1931,ESTIMATED,10/29/2018,10/29/2018,10/29/2018,10/29/2018,"MK-3475-756 (OTHER, MSD); 194604 (REGISTRY, Japic-CTI); KEYNOTE-756 (OTHER, MSD); 2023-506921-12-00 (REGISTRY, EU CT); jRCT2080224535 (OTHER, jRCT); U1111-1294-6352 (REGISTRY, UTN); 2017-004869-27 (EUDRACT_NUMBER)",Merck Sharp & Dohme LLC,INDUSTRY,INDUSTRY,,Merck Sharp & Dohme LLC,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,1/21/2025,2/1/2025,2/1/2025,1/21/2025,INDUSTRY
40174237,A Phase 3 Trial of Upadacitinib for Giant-Cell Arteritis,N Engl J Med,NCT03725202,https://clinicaltrials.gov/study/NCT03725202,AbbVie,Yes,FALSE,2/6/2019,2/6/2019,2/6/2019,ACTUAL,2/6/2024,2/6/2024,2/6/2024,ACTUAL,10/27/2018,10/27/2018,10/27/2018,10/27/2018,"2023-505476-29-00 (OTHER, EU CT); 2017-003978-13 (EUDRACT_NUMBER)",AbbVie,INDUSTRY,INDUSTRY,,AbbVie,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,3/7/2025,1/30/2025,TRUE,Yes,5/31/2023,Yes,2/14/2024,4/2/2025,5/29/2025,5/29/2025,4/2/2025,INDUSTRY
40412428,"Safety and efficacy of low-intensity versus standard monitoring following intravenous thrombolytic treatment in patients with acute ischaemic stroke (OPTIMISTmain): an international, pragmatic, stepped-wedge, cluster-randomised, controlled non-inferiority trial",Lancet,NCT03734640,,,No,,4/28/2021,4/28/2021,4/28/2021,ACTUAL,12/1/2024,12/1/2024,12/1/2024,ACTUAL,11/6/2018,11/6/2018,11/6/2018,11/6/2018,,Craig Anderson,OTHER,OTHER,"Genentech, Inc.; Johns Hopkins University; The George Institute for Global Health, Australia","Craig Anderson; Genentech, Inc.; Johns Hopkins University; The George Institute for Global Health, Australia",No,Yes,RANDOMIZED,SEQUENTIAL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,5/21/2025,5/31/2025,5/31/2025,5/21/2025,OTHER
40412426,"ACURATE neo2 valve versus commercially available transcatheter heart valves in patients with severe aortic stenosis (ACURATE IDE): a multicentre, randomised, controlled, non-inferiority trial",Lancet,NCT03735667,https://clinicaltrials.gov/study/NCT03735667,Boston Scientific Corporation,Yes,FALSE,6/10/2019,6/10/2019,6/10/2019,ACTUAL,6/14/2024,6/14/2024,6/14/2024,ACTUAL,11/7/2018,11/7/2018,11/7/2018,11/6/2018,,Boston Scientific Corporation,INDUSTRY,INDUSTRY,,Boston Scientific Corporation,Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,4/27/2025,2/24/2025,TRUE,Yes,1/20/2023,Yes,9/15/2023,5/21/2025,6/7/2025,6/7/2025,5/21/2025,NIH
39878993,Palliative Care Program for Community-Dwelling Individuals With Dementia and Caregivers: The IN-PEACE Randomized Clinical Trial,JAMA,NCT03773757,,,No,,3/14/2019,3/14/2019,3/14/2019,ACTUAL,1/7/2023,1/7/2023,1/7/2023,ACTUAL,12/11/2018,12/11/2018,12/11/2018,11/21/2018,1R01AG057733-01A1 (NIH),Indiana University,OTHER,OTHER,"Regenstrief Institute, Inc.; National Institute on Aging (NIA)","Indiana University; Regenstrief Institute, Inc.; National Institute on Aging (NIA)",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,5/16/2024,5/6/2024,TRUE,Yes,4/10/2020,Yes,4/10/2020,,3/18/2025,3/18/2025,3/18/2025,NIH
39798579,"Durvalumab with or without bevacizumab with transarterial chemoembolisation in hepatocellular carcinoma (EMERALD-1): a multiregional, randomised, double-blind, placebo-controlled, phase 3 study",Lancet,NCT03778957,https://clinicaltrials.gov/study/NCT03778957,AstraZeneca,Yes,FALSE,11/30/2018,11/30/2018,11/30/2018,ACTUAL,9/11/2023,9/11/2023,9/11/2023,ACTUAL,12/17/2018,12/17/2018,12/17/2018,11/28/2018,"2023-509053-32-00 (REGISTRY, CTIS (EU)); 2018-002134-20 (EUDRACT_NUMBER)",AstraZeneca,INDUSTRY,INDUSTRY,,AstraZeneca,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,1/8/2025,1/18/2025,1/18/2025,1/8/2025,INDUSTRY
40055520,Anti-obesity medication for weight loss in early nonresponders to behavioral treatment: a randomized controlled trial,Nat Med,NCT03779048,https://clinicaltrials.gov/study/NCT03779048,University of Pennsylvania,Yes,FALSE,7/15/2019,7/15/2019,7/15/2019,ACTUAL,5/25/2022,5/25/2022,5/25/2022,ACTUAL,12/13/2018,12/13/2018,12/13/2018,12/5/2018,,University of Pennsylvania,OTHER,OTHER,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),University of Pennsylvania; National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,3/11/2025,5/9/2023,TRUE,Yes,5/5/2021,Yes,5/5/2021,3/7/2025,5/1/2025,5/1/2025,3/7/2025,NIH
39908052,Simvastatin and Rifaximin in Decompensated Cirrhosis: A Randomized Clinical Trial,JAMA,NCT03780673,,,No,,1/3/2019,1/3/2019,1/3/2019,ACTUAL,12/1/2022,12/1/2022,12/1/2022,ACTUAL,12/17/2018,12/17/2018,12/17/2018,11/29/2018,,Judit Pich,OTHER,OTHER,,Judit Pich,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,,3/11/2025,3/11/2025,3/11/2025,OTHER
39878968,"Health System, Community-Based, or Usual Dementia Care for Persons With Dementia and Caregivers: The D-CARE Randomized Clinical Trial",JAMA,NCT03786471,,,No,,6/28/2019,6/28/2019,6/28/2019,ACTUAL,8/21/2023,8/21/2023,8/21/2023,ACTUAL,12/21/2018,12/21/2018,12/21/2018,12/17/2018,"R01AG061078-01 (NIH); PCS-2017C1-6534 (OTHER_GRANT, Patient-Centered Outcomes Research Institute (PCORI))","University of California, Los Angeles",OTHER,OTHER,Patient-Centered Outcomes Research Institute; National Institute on Aging (NIA); Yale University; Benjamin Rose Institute on Aging; Baylor Scott and White Health; Wake Forest University Health Sciences; University of Texas; Geisinger Clinic; University of Oklahoma; RAND,"University of California, Los Angeles; Patient-Centered Outcomes Research Institute; National Institute on Aging (NIA); Yale University; Benjamin Rose Institute on Aging; Baylor Scott and White Health; Wake Forest University Health Sciences; University of Texas; Geisinger Clinic; University of Oklahoma; RAND",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,1/30/2025,1/7/2025,TRUE,Yes,7/1/2024,Yes,4/9/2024,,3/18/2025,3/18/2025,3/18/2025,NIH
39555822,Left Atrial Appendage Closure after Ablation for Atrial Fibrillation,N Engl J Med,NCT03795298,https://clinicaltrials.gov/study/NCT03795298,Boston Scientific Corporation,Yes,FALSE,5/20/2019,5/20/2019,5/20/2019,ACTUAL,7/24/2024,7/24/2024,7/24/2024,ACTUAL,1/3/2019,1/3/2019,1/3/2019,1/2/2019,,Boston Scientific Corporation,INDUSTRY,INDUSTRY,,Boston Scientific Corporation,Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,9/18/2025,7/16/2025,TRUE,Yes,1/19/2022,Yes,1/12/2024,11/16/2024,4/3/2025,4/3/2025,11/16/2024,NIH
39992668,First-Line Sugemalimab Plus Chemotherapy for Advanced Gastric Cancer: The GEMSTONE-303 Randomized Clinical Trial,JAMA,NCT03802591,,,No,,3/28/2019,3/28/2019,3/28/2019,ACTUAL,7/9/2023,7/9/2023,7/9/2023,ACTUAL,1/11/2019,1/11/2019,1/11/2019,1/11/2019,,CStone Pharmaceuticals,INDUSTRY,INDUSTRY,,CStone Pharmaceuticals,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,,4/15/2025,4/15/2025,4/15/2025,INDUSTRY
39555827,Intensive Blood-Pressure Control in Patients with Type 2 Diabetes,N Engl J Med,NCT03808311,,,No,,2/24/2019,2/24/2019,2/24/2019,ACTUAL,5/31/2024,5/31/2024,5/31/2024,ACTUAL,1/15/2019,1/15/2019,1/15/2019,12/16/2018,,Shanghai Jiao Tong University School of Medicine,OTHER,OTHER,,Shanghai Jiao Tong University School of Medicine,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,11/16/2024,3/27/2025,3/27/2025,11/16/2024,OTHER
39863370,"Stopping of adalimumab in juvenile idiopathic arthritis-associated uveitis (ADJUST): a multicentre, double-masked, randomised controlled trial",Lancet,NCT03816397,https://clinicaltrials.gov/study/NCT03816397,Nisha Acharya,Yes,FALSE,3/15/2020,3/15/2020,3/15/2020,ACTUAL,1/23/2025,1/23/2025,1/23/2025,ACTUAL,1/22/2019,1/22/2019,1/22/2019,1/22/2019,UG1EY029658 (NIH),Nisha Acharya,OTHER,OTHER,"Children's Hospital of Philadelphia; Children's Hospital Medical Center, Cincinnati; Children's Mercy Hospital Kansas City; National Eye Institute (NEI); Great Ormond Street Hospital for Children NHS Foundation Trust; University Hospitals Bristol and Weston NHS Foundation Trust; Alder Hey Children's NHS Foundation Trust; Newcastle-upon-Tyne Hospitals NHS Trust; Sheffield Children's NHS Foundation Trust; Cambridge University Hospitals NHS Foundation Trust; Royal Children's Hospital; Norfolk and Norwich University Hospitals NHS Foundation Trust; Vanderbilt University Medical Center; University of California, Davis; University of Texas at Austin; University of Miami; University Hospitals, Leicester; University of Utah; Colorado Retina Associates; Manchester University NHS Foundation Trust","Nisha Acharya; Children's Hospital of Philadelphia; Children's Hospital Medical Center, Cincinnati; Children's Mercy Hospital Kansas City; National Eye Institute (NEI); Great Ormond Street Hospital for Children NHS Foundation Trust; University Hospitals Bristol and Weston NHS Foundation Trust; Alder Hey Children's NHS Foundation Trust; Newcastle-upon-Tyne Hospitals NHS Trust; Sheffield Children's NHS Foundation Trust; Cambridge University Hospitals NHS Foundation Trust; Royal Children's Hospital; Norfolk and Norwich University Hospitals NHS Foundation Trust; Vanderbilt University Medical Center; University of California, Davis; University of Texas at Austin; University of Miami; University Hospitals, Leicester; University of Utah; Colorado Retina Associates; Manchester University NHS Foundation Trust",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,3/26/2025,2/5/2025,TRUE,Yes,2/14/2024,Yes,2/14/2024,,1/25/2025,1/25/2025,1/25/2025,NIH
39920395,"Telemedicine-supported lifestyle intervention for glycemic control in patients with CHD and T2DM: multicenter, randomized controlled trial",Nat Med,NCT03835923,,,No,,2/12/2019,2/12/2019,2/12/2019,ACTUAL,12/16/2020,12/16/2020,12/16/2020,ACTUAL,2/7/2019,2/7/2019,2/7/2019,2/1/2019,"DRKS00015140 (REGISTRY, German Clinical Trials Register)",Techniker Krankenkasse,OTHER,OTHER,Technical University of Munich; privates Institut für angewandte Versorgungsforschung GmbH; IDS Diagnostic Systems AG; Federal Joint Committee,Techniker Krankenkasse; Technical University of Munich; privates Institut für angewandte Versorgungsforschung GmbH; IDS Diagnostic Systems AG; Federal Joint Committee,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,2/7/2025,4/1/2025,4/1/2025,2/7/2025,OTHER
39976417,Fixed-Duration Acalabrutinib Combinations in Untreated Chronic Lymphocytic Leukemia,N Engl J Med,NCT03836261,https://clinicaltrials.gov/study/NCT03836261,Acerta Pharma BV,Yes,FALSE,2/25/2019,2/25/2019,2/25/2019,ACTUAL,1/31/2027,1/31/2027,1/31/2027,ESTIMATED,2/8/2019,2/8/2019,2/8/2019,2/6/2019,"D8221C00001 (OTHER, AstraZeneca); 2023-509349-11-00 (REGISTRY, CTIS (EU)); 2018-002443-28 (EUDRACT_NUMBER)",Acerta Pharma BV,INDUSTRY,INDUSTRY,AstraZeneca,Acerta Pharma BV; AstraZeneca,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,2/5/2025,2/20/2025,2/20/2025,2/5/2025,INDUSTRY
40175738,Real-time surveillance system for patient deterioration: a pragmatic cluster-randomized controlled trial,Nat Med,NCT03911687,,,No,,7/21/2020,7/21/2020,7/21/2020,ACTUAL,10/31/2022,10/31/2022,10/31/2022,ACTUAL,4/9/2019,4/9/2019,4/9/2019,2/28/2019,R01NR016941 (NIH),Columbia University,OTHER,OTHER,National Institute of Nursing Research (NINR); Brigham and Women's Hospital,Columbia University; National Institute of Nursing Research (NINR); Brigham and Women's Hospital,Yes,Yes,RANDOMIZED,SEQUENTIAL,INTERVENTIONAL,TRUE,5/9/2025,4/23/2025,TRUE,Yes,11/11/2016,Yes,11/11/2016,4/2/2025,6/1/2025,6/1/2025,4/2/2025,NIH
40162642,Oral Semaglutide and Cardiovascular Outcomes in High-Risk Type 2 Diabetes,N Engl J Med,NCT03914326,https://clinicaltrials.gov/study/NCT03914326,Novo Nordisk A/S,Yes,FALSE,6/17/2019,6/17/2019,6/17/2019,ACTUAL,6/29/2024,6/29/2024,6/29/2024,ACTUAL,4/11/2019,4/11/2019,4/11/2019,4/11/2019,"2018-003141-42 (REGISTRY, European Medicines Agency (EudraCT)); U1111-1218-5368 (OTHER, World Health Organization (WHO))",Novo Nordisk A/S,INDUSTRY,INDUSTRY,,Novo Nordisk A/S,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,9/22/2025,8/10/2025,TRUE,Yes,1/26/2021,Yes,12/14/2022,3/29/2025,5/29/2025,5/29/2025,3/29/2025,INDUSTRY
40044930,Pembrolizumab plus chemotherapy in advanced or recurrent endometrial cancer: overall survival and exploratory analyses of the NRG GY018 phase 3 randomized trial,Nat Med,NCT03914612,https://clinicaltrials.gov/study/NCT03914612,National Cancer Institute (NCI),Yes,FALSE,8/22/2019,8/22/2019,8/22/2019,ACTUAL,12/16/2022,12/16/2022,12/16/2022,ACTUAL,4/12/2019,4/12/2019,4/12/2019,4/12/2019,"NCI-2019-02186 (REGISTRY, CTRP (Clinical Trial Reporting Program)); NRG-GY018 (OTHER, NRG Oncology); NRG-GY018 (OTHER, CTEP); U10CA180868 (NIH)",National Cancer Institute (NCI),NIH,NIH,Canadian Cancer Trials Group; NRG Oncology,National Cancer Institute (NCI); Canadian Cancer Trials Group; NRG Oncology,Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,3/18/2025,1/9/2024,TRUE,Yes,2/24/2023,Yes,2/24/2023,3/5/2025,5/1/2025,5/1/2025,3/5/2025,NIH
