PMID,Title,journal_book,nct_id,publication_url,sponsor_name,is_act,is_pact,secondary_ids,lead_sponsor_name,lead_sponsor_class,funder_type,collaborator_names,all_sponsors,is_nih_funded,is_randomized,allocation,intervention_model,study_type,funder_sponsor
39798579,"Durvalumab with or without bevacizumab with transarterial chemoembolisation in hepatocellular carcinoma (EMERALD-1): a multiregional, randomised, double-blind, placebo-controlled, phase 3 study",Lancet,NCT03778957,https://clinicaltrials.gov/study/NCT03778957,AstraZeneca,Yes,FALSE,"2023-509053-32-00 (REGISTRY, CTIS (EU)); 2018-002134-20 (EUDRACT_NUMBER)",AstraZeneca,INDUSTRY,INDUSTRY,,AstraZeneca,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40055520,Anti-obesity medication for weight loss in early nonresponders to behavioral treatment: a randomized controlled trial,Nat Med,NCT03779048,https://clinicaltrials.gov/study/NCT03779048,University of Pennsylvania,Yes,FALSE,,University of Pennsylvania,OTHER,OTHER,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),University of Pennsylvania; National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
39908052,Simvastatin and Rifaximin in Decompensated Cirrhosis: A Randomized Clinical Trial,JAMA,NCT03780673,,,No,,,Judit Pich,OTHER,OTHER,,Judit Pich,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39878968,"Health System, Community-Based, or Usual Dementia Care for Persons With Dementia and Caregivers: The D-CARE Randomized Clinical Trial",JAMA,NCT03786471,,,No,,"R01AG061078-01 (NIH); PCS-2017C1-6534 (OTHER_GRANT, Patient-Centered Outcomes Research Institute (PCORI))","University of California, Los Angeles",OTHER,OTHER,Patient-Centered Outcomes Research Institute; National Institute on Aging (NIA); Yale University; Benjamin Rose Institute on Aging; Baylor Scott and White Health; Wake Forest University Health Sciences; University of Texas; Geisinger Clinic; University of Oklahoma; RAND,"University of California, Los Angeles; Patient-Centered Outcomes Research Institute; National Institute on Aging (NIA); Yale University; Benjamin Rose Institute on Aging; Baylor Scott and White Health; Wake Forest University Health Sciences; University of Texas; Geisinger Clinic; University of Oklahoma; RAND",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
39555822,Left Atrial Appendage Closure after Ablation for Atrial Fibrillation,N Engl J Med,NCT03795298,https://clinicaltrials.gov/study/NCT03795298,Boston Scientific Corporation,Yes,FALSE,,Boston Scientific Corporation,INDUSTRY,INDUSTRY,,Boston Scientific Corporation,Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
39992668,First-Line Sugemalimab Plus Chemotherapy for Advanced Gastric Cancer: The GEMSTONE-303 Randomized Clinical Trial,JAMA,NCT03802591,,,No,,,CStone Pharmaceuticals,INDUSTRY,INDUSTRY,,CStone Pharmaceuticals,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39555827,Intensive Blood-Pressure Control in Patients with Type 2 Diabetes,N Engl J Med,NCT03808311,,,No,,,Shanghai Jiao Tong University School of Medicine,OTHER,OTHER,,Shanghai Jiao Tong University School of Medicine,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39863370,"Stopping of adalimumab in juvenile idiopathic arthritis-associated uveitis (ADJUST): a multicentre, double-masked, randomised controlled trial",Lancet,NCT03816397,https://clinicaltrials.gov/study/NCT03816397,Nisha Acharya,Yes,FALSE,UG1EY029658 (NIH),Nisha Acharya,OTHER,OTHER,"Children's Hospital of Philadelphia; Children's Hospital Medical Center, Cincinnati; Children's Mercy Hospital Kansas City; National Eye Institute (NEI); Great Ormond Street Hospital for Children NHS Foundation Trust; University Hospitals Bristol and Weston NHS Foundation Trust; Alder Hey Children's NHS Foundation Trust; Newcastle-upon-Tyne Hospitals NHS Trust; Sheffield Children's NHS Foundation Trust; Cambridge University Hospitals NHS Foundation Trust; Royal Children's Hospital; Norfolk and Norwich University Hospitals NHS Foundation Trust; Vanderbilt University Medical Center; University of California, Davis; University of Texas at Austin; University of Miami; University Hospitals, Leicester; University of Utah; Colorado Retina Associates; Manchester University NHS Foundation Trust","Nisha Acharya; Children's Hospital of Philadelphia; Children's Hospital Medical Center, Cincinnati; Children's Mercy Hospital Kansas City; National Eye Institute (NEI); Great Ormond Street Hospital for Children NHS Foundation Trust; University Hospitals Bristol and Weston NHS Foundation Trust; Alder Hey Children's NHS Foundation Trust; Newcastle-upon-Tyne Hospitals NHS Trust; Sheffield Children's NHS Foundation Trust; Cambridge University Hospitals NHS Foundation Trust; Royal Children's Hospital; Norfolk and Norwich University Hospitals NHS Foundation Trust; Vanderbilt University Medical Center; University of California, Davis; University of Texas at Austin; University of Miami; University Hospitals, Leicester; University of Utah; Colorado Retina Associates; Manchester University NHS Foundation Trust",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
39920395,"Telemedicine-supported lifestyle intervention for glycemic control in patients with CHD and T2DM: multicenter, randomized controlled trial",Nat Med,NCT03835923,,,No,,"DRKS00015140 (REGISTRY, German Clinical Trials Register)",Techniker Krankenkasse,OTHER,OTHER,Technical University of Munich; privates Institut für angewandte Versorgungsforschung GmbH; IDS Diagnostic Systems AG; Federal Joint Committee,Techniker Krankenkasse; Technical University of Munich; privates Institut für angewandte Versorgungsforschung GmbH; IDS Diagnostic Systems AG; Federal Joint Committee,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39976417,Fixed-Duration Acalabrutinib Combinations in Untreated Chronic Lymphocytic Leukemia,N Engl J Med,NCT03836261,https://clinicaltrials.gov/study/NCT03836261,Acerta Pharma BV,Yes,FALSE,"D8221C00001 (OTHER, AstraZeneca); 2023-509349-11-00 (REGISTRY, CTIS (EU)); 2018-002443-28 (EUDRACT_NUMBER)",Acerta Pharma BV,INDUSTRY,INDUSTRY,AstraZeneca,Acerta Pharma BV; AstraZeneca,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40175738,Real-time surveillance system for patient deterioration: a pragmatic cluster-randomized controlled trial,Nat Med,NCT03911687,,,No,,R01NR016941 (NIH),Columbia University,OTHER,OTHER,National Institute of Nursing Research (NINR); Brigham and Women's Hospital,Columbia University; National Institute of Nursing Research (NINR); Brigham and Women's Hospital,Yes,Yes,RANDOMIZED,SEQUENTIAL,INTERVENTIONAL,NIH
40162642,Oral Semaglutide and Cardiovascular Outcomes in High-Risk Type 2 Diabetes,N Engl J Med,NCT03914326,https://clinicaltrials.gov/study/NCT03914326,Novo Nordisk A/S,Yes,FALSE,"2018-003141-42 (REGISTRY, European Medicines Agency (EudraCT)); U1111-1218-5368 (OTHER, World Health Organization (WHO))",Novo Nordisk A/S,INDUSTRY,INDUSTRY,,Novo Nordisk A/S,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40044930,Pembrolizumab plus chemotherapy in advanced or recurrent endometrial cancer: overall survival and exploratory analyses of the NRG GY018 phase 3 randomized trial,Nat Med,NCT03914612,https://clinicaltrials.gov/study/NCT03914612,National Cancer Institute (NCI),Yes,FALSE,"NCI-2019-02186 (REGISTRY, CTRP (Clinical Trial Reporting Program)); NRG-GY018 (OTHER, NRG Oncology); NRG-GY018 (OTHER, CTEP); U10CA180868 (NIH)",National Cancer Institute (NCI),NIH,NIH,Canadian Cancer Trials Group; NRG Oncology,National Cancer Institute (NCI); Canadian Cancer Trials Group; NRG Oncology,Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
39651791,Blinatumomab in Standard-Risk B-Cell Acute Lymphoblastic Leukemia in Children,N Engl J Med,NCT03914625,https://clinicaltrials.gov/study/NCT03914625,National Cancer Institute (NCI),Yes,FALSE,"NCI-2019-02187 (REGISTRY, CTRP (Clinical Trial Reporting Program)); AALL1731 (OTHER, Children's Oncology Group); AALL1731 (OTHER, CTEP); U10CA180886 (NIH)",National Cancer Institute (NCI),NIH,NIH,,National Cancer Institute (NCI),Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
40163863,Patient Navigation to Improve Colonoscopy Completion After an Abnormal Stool Test Result : A Randomized Controlled Trial,Ann Intern Med,NCT03925883,,,No,,R01CA218923 (NIH),Kaiser Permanente,OTHER,OTHER,National Cancer Institute (NCI); Sea Mar Community Health Centers,Kaiser Permanente; National Cancer Institute (NCI); Sea Mar Community Health Centers,Yes,Yes,RANDOMIZED,CROSSOVER,INTERVENTIONAL,NIH
40267424,Efficacy of Baloxavir Treatment in Preventing Transmission of Influenza,N Engl J Med,NCT03969212,https://clinicaltrials.gov/study/NCT03969212,Hoffmann-La Roche,Yes,FALSE,2018-004056-37 (EUDRACT_NUMBER),Hoffmann-La Roche,INDUSTRY,INDUSTRY,,Hoffmann-La Roche,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39621340,Personalized Patient Data and Behavioral Nudges to Improve Adherence to Chronic Cardiovascular Medications: A Randomized Pragmatic Trial,JAMA,NCT03973931,,,No,,UH3HL144163 (NIH),"University of Colorado, Denver",OTHER,OTHER,"National Heart, Lung, and Blood Institute (NHLBI)","University of Colorado, Denver; National Heart, Lung, and Blood Institute (NHLBI)",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
39363100,Impact of doxycycline post-exposure prophylaxis for sexually transmitted infections on the gut microbiome and antimicrobial resistome,Nat Med,NCT03980223,https://clinicaltrials.gov/study/NCT03980223,"University of California, San Francisco",Yes,FALSE,R01AI143439 (NIH),"University of California, San Francisco",OTHER,OTHER,University of Washington; National Institute of Allergy and Infectious Diseases (NIAID); Mayne Pharma International Pty Ltd; San Francisco Department of Public Health,"University of California, San Francisco; University of Washington; National Institute of Allergy and Infectious Diseases (NIAID); Mayne Pharma International Pty Ltd; San Francisco Department of Public Health",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
40023176,"Direct oral anticoagulants versus no anticoagulation for the prevention of stroke in survivors of intracerebral haemorrhage with atrial fibrillation (PRESTIGE-AF): a multicentre, open-label, randomised, phase 3 trial",Lancet,NCT03996772,,,No,,"2018-002176-41 (EUDRACT_NUMBER); 754517 (OTHER_GRANT, European Union Horizon 2020); 236886 (OTHER, IRAS)",Imperial College London,OTHER,OTHER,"Wuerzburg University Hospital; Julius-Maximilians University; Medical University of Graz; University of Liverpool; King's College London; Hospital Universitari Vall d'Hebron Research Institute; University of Bordeaux; Azienda Ospedaliera di Perugia; Aalborg University; STROKE ALLIANCE FOR EUROPE; University Hospital Heidelberg; Imperial College Healthcare NHS Trust; Alfried Krupp Krankenhaus; University Hospital, Bordeaux","Imperial College London; Wuerzburg University Hospital; Julius-Maximilians University; Medical University of Graz; University of Liverpool; King's College London; Hospital Universitari Vall d'Hebron Research Institute; University of Bordeaux; Azienda Ospedaliera di Perugia; Aalborg University; STROKE ALLIANCE FOR EUROPE; University Hospital Heidelberg; Imperial College Healthcare NHS Trust; Alfried Krupp Krankenhaus; University Hospital, Bordeaux",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39874977,"Nivolumab plus ipilimumab versus nivolumab in microsatellite instability-high metastatic colorectal cancer (CheckMate 8HW): a randomised, open-label, phase 3 trial",Lancet,NCT04008030,https://clinicaltrials.gov/study/NCT04008030,Bristol-Myers Squibb,Yes,FALSE,2018-000040-26 (EUDRACT_NUMBER),Bristol-Myers Squibb,INDUSTRY,INDUSTRY,Ono Pharmaceutical Co. Ltd,Bristol-Myers Squibb; Ono Pharmaceutical Co. Ltd,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40245902,"Oral gepotidacin for the treatment of uncomplicated urogenital gonorrhoea (EAGLE-1): a phase 3 randomised, open-label, non-inferiority, multicentre study",Lancet,NCT04010539,https://clinicaltrials.gov/study/NCT04010539,GlaxoSmithKline,Yes,FALSE,2018-001780-23 (EUDRACT_NUMBER),GlaxoSmithKline,INDUSTRY,INDUSTRY,,GlaxoSmithKline,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39706209,"Guselkumab in patients with moderately to severely active ulcerative colitis (QUASAR): phase 3 double-blind, randomised, placebo-controlled induction and maintenance studies",Lancet,NCT04033445,https://clinicaltrials.gov/study/NCT04033445,"Janssen Research & Development, LLC",Yes,FALSE,"CNTO1959UCO3001 (OTHER, Janssen Research & Development, LLC); 2018-004002-25 (EUDRACT_NUMBER); 2023-504718-31-00 (REGISTRY, EUCT number)","Janssen Research & Development, LLC",INDUSTRY,INDUSTRY,,"Janssen Research & Development, LLC",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40349714,"Nivolumab plus ipilimumab versus lenvatinib or sorafenib as first-line treatment for unresectable hepatocellular carcinoma (CheckMate 9DW): an open-label, randomised, phase 3 trial",Lancet,NCT04039607,https://clinicaltrials.gov/study/NCT04039607,Bristol-Myers Squibb,Yes,FALSE,,Bristol-Myers Squibb,INDUSTRY,INDUSTRY,,Bristol-Myers Squibb,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39970397,Low-Dose Yellow Fever Vaccine in Adults in Africa,N Engl J Med,NCT04059471,,,No,,"SERU 3797 (OTHER, KEMRI, Kenya); HS 2596 (OTHER, UNCST, Uganda); MUREC 1/7 (OTHER, MUST-REC, Uganda); ECCT/19/03/04 (OTHER, Pharmacy and Poisons Board, Kenya)",University of Oxford,OTHER,OTHER,"KEMRI-Wellcome Trust Collaborative Research Program; Institut Pasteur; MRC/UVRI and LSHTM Uganda Research Unit; Epicentre, Paris, France.","University of Oxford; KEMRI-Wellcome Trust Collaborative Research Program; Institut Pasteur; MRC/UVRI and LSHTM Uganda Research Unit; Epicentre, Paris, France.",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39658862,Electronic Sepsis Screening Among Patients Admitted to Hospital Wards: A Stepped-Wedge Cluster Randomized Trial,JAMA,NCT04078594,,,No,,,King Abdullah International Medical Research Center,OTHER,OTHER,"King Abdulaziz Medical City, Jeddah; Prince Mohammed Bin Abdul Aziz Hospital - AlMadinah; King Abdulaziz Hospital, Al Ahsa; Imam Abdulrahman Al Faisal Hospital - Dammam","King Abdullah International Medical Research Center; King Abdulaziz Medical City, Jeddah; Prince Mohammed Bin Abdul Aziz Hospital - AlMadinah; King Abdulaziz Hospital, Al Ahsa; Imam Abdulrahman Al Faisal Hospital - Dammam",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
40412427,Comparison of supplemental breast cancer imaging techniques-interim results from the BRAID randomised controlled trial,Lancet,NCT04097366,,,No,,,University of Cambridge,OTHER,OTHER,Cancer Research UK; GE Healthcare; Queen Mary University of London; Public Health England,University of Cambridge; Cancer Research UK; GE Healthcare; Queen Mary University of London; Public Health England,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39838118,Neoadjuvant nivolumab and chemotherapy in early estrogen receptor-positive breast cancer: a randomized phase 3 trial,Nat Med,NCT04109066,https://clinicaltrials.gov/study/NCT04109066,Bristol-Myers Squibb,Yes,FALSE,,Bristol-Myers Squibb,INDUSTRY,INDUSTRY,,Bristol-Myers Squibb,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40217077,IVF versus ICSI in patients without severe male factor infertility: a randomized clinical trial,Nat Med,NCT04128904,,,No,,,"Copenhagen University Hospital, Hvidovre",OTHER,OTHER,,"Copenhagen University Hospital, Hvidovre",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40305712,Mepolizumab to Prevent Exacerbations of COPD with an Eosinophilic Phenotype,N Engl J Med,NCT04133909,https://clinicaltrials.gov/study/NCT04133909,GlaxoSmithKline,Yes,FALSE,,GlaxoSmithKline,INDUSTRY,INDUSTRY,"PPD Development, LP","GlaxoSmithKline; PPD Development, LP",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40334156,BCG Revaccination for the Prevention of Mycobacterium tuberculosis Infection,N Engl J Med,NCT04152161,,,No,,,Gates Medical Research Institute,OTHER,OTHER,,Gates Medical Research Institute,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39213194,Vutrisiran in Patients with Transthyretin Amyloidosis with Cardiomyopathy,N Engl J Med,NCT04153149,https://clinicaltrials.gov/study/NCT04153149,Alnylam Pharmaceuticals,Yes,FALSE,2019-003153-28 (EUDRACT_NUMBER); 2024-518318-25-00 (CTIS),Alnylam Pharmaceuticals,INDUSTRY,INDUSTRY,,Alnylam Pharmaceuticals,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40033113,"Task-sharing and telemedicine delivery of psychotherapy to treat perinatal depression: a pragmatic, noninferiority randomized trial",Nat Med,NCT04153864,,,No,,,"Mount Sinai Hospital, Canada",OTHER,OTHER,"University of North Carolina, Chapel Hill; Endeavor Health; Women's College Hospital; Unity Health Toronto; Sunnybrook Health Sciences Centre; University of Colorado, Boulder; Harvard Medical School (HMS and HSDM); Patient-Centered Outcomes Research Institute","Mount Sinai Hospital, Canada; University of North Carolina, Chapel Hill; Endeavor Health; Women's College Hospital; Unity Health Toronto; Sunnybrook Health Sciences Centre; University of Colorado, Boulder; Harvard Medical School (HMS and HSDM); Patient-Centered Outcomes Research Institute",No,Yes,RANDOMIZED,FACTORIAL,INTERVENTIONAL,OTHER
40323617,Midurethral Sling vs OnabotulinumtoxinA in Females With Urinary Incontinence: The MUSA Randomized Clinical Trial,JAMA,NCT04171531,https://clinicaltrials.gov/study/NCT04171531,NICHD Pelvic Floor Disorders Network,Yes,FALSE,U24HD069031-06 (NIH); UG1HD069013-06 (NIH); UG1HD041267-18 (NIH); UG1HD069010-07 (NIH); UG1HD069006-07 (NIH); UG1HD041261-17 (NIH); UG1HD054214-12 (NIH); UG1HD054241-12 (NIH),NICHD Pelvic Floor Disorders Network,NETWORK,NETWORK,"Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD); Women and Infants Hospital of Rhode Island; Duke University; University of Pennsylvania; University of Pittsburgh; University of California, San Diego; Kaiser Permanente; University of Texas Southwestern Medical Center; University of Alabama at Birmingham; RTI International","NICHD Pelvic Floor Disorders Network; Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD); Women and Infants Hospital of Rhode Island; Duke University; University of Pennsylvania; University of Pittsburgh; University of California, San Diego; Kaiser Permanente; University of Texas Southwestern Medical Center; University of Alabama at Birmingham; RTI International",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
39536238,Tirzepatide for Obesity Treatment and Diabetes Prevention,N Engl J Med,NCT04184622,https://clinicaltrials.gov/study/NCT04184622,Eli Lilly and Company,Yes,FALSE,"I8F-MC-GPHK (OTHER, Eli Lilly and Company)",Eli Lilly and Company,INDUSTRY,INDUSTRY,,Eli Lilly and Company,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39616603,HepB-CpG vs HepB-Alum Vaccine in People With HIV and Prior Vaccine Nonresponse: The BEe-HIVe Randomized Clinical Trial,JAMA,NCT04193189,https://clinicaltrials.gov/study/NCT04193189,National Institute of Allergy and Infectious Diseases (NIAID),Yes,FALSE,"38569 (REGISTRY, DAIDS-ES Registry Number)",National Institute of Allergy and Infectious Diseases (NIAID),NIH,NIH,Dynavax Technologies Corporation,National Institute of Allergy and Infectious Diseases (NIAID); Dynavax Technologies Corporation,Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
39927615,Efficacy and Safety of Obinutuzumab in Active Lupus Nephritis,N Engl J Med,NCT04221477,https://clinicaltrials.gov/study/NCT04221477,Hoffmann-La Roche,Yes,FALSE,"2019-004034-42 (EUDRACT_NUMBER); 2023-503628-22-00 (OTHER, EU CT)",Hoffmann-La Roche,INDUSTRY,INDUSTRY,,Hoffmann-La Roche,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39919773,"Exenatide once a week versus placebo as a potential disease-modifying treatment for people with Parkinson's disease in the UK: a phase 3, multicentre, double-blind, parallel-group, randomised, placebo-controlled trial",Lancet,NCT04232969,,,No,,,"University College, London",OTHER,OTHER,,"University College, London",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40098564,Inhaled Sedation in Acute Respiratory Distress Syndrome: The SESAR Randomized Clinical Trial,JAMA,NCT04235608,,,No,,,"University Hospital, Clermont-Ferrand",OTHER,OTHER,,"University Hospital, Clermont-Ferrand",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39798578,"Transarterial chemoembolisation combined with lenvatinib plus pembrolizumab versus dual placebo for unresectable, non-metastatic hepatocellular carcinoma (LEAP-012): a multicentre, randomised, double-blind, phase 3 study",Lancet,NCT04246177,https://clinicaltrials.gov/study/NCT04246177,Merck Sharp & Dohme LLC,Yes,FALSE,"MK-7902-012 (OTHER, MSD Protocol Number); LEAP-012 (OTHER, MSD); E7080-G000-318 (OTHER, Eisai Protocol Number); 205286 (REGISTRY, JAPIC-CTI); 2022-502116-36-00 (REGISTRY, EU CT); U1111-1283-3439 (REGISTRY, UTN); 2019-002345-37 (EUDRACT_NUMBER)",Merck Sharp & Dohme LLC,INDUSTRY,INDUSTRY,Eisai Inc.,Merck Sharp & Dohme LLC; Eisai Inc.,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40387025,Navigational Bronchoscopy or Transthoracic Needle Biopsy for Lung Nodules,N Engl J Med,NCT04250194,https://clinicaltrials.gov/study/NCT04250194,Vanderbilt-Ingram Cancer Center,Yes,FALSE,"NCI-2020-00632 (REGISTRY, NCI, Clinical Trials Reporting Program)",Vanderbilt-Ingram Cancer Center,OTHER,OTHER,Medtronic,Vanderbilt-Ingram Cancer Center; Medtronic,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39775043,Neoadjuvant anti-PD-1 alone or in combination with anti-TIGIT or an oncolytic virus in resectable stage IIIB-D melanoma: a phase 1/2 trial,Nat Med,NCT04303169,https://clinicaltrials.gov/study/NCT04303169,Merck Sharp & Dohme LLC,Yes,FALSE,"MK-3475-02C (OTHER, MSD); KEYMAKER-U02 (OTHER, MSD); 2023-506314-51-00 (REGISTRY, EU CT); U1111-1293-5665 (REGISTRY, UTN); 2019-003978-22 (EUDRACT_NUMBER)",Merck Sharp & Dohme LLC,INDUSTRY,INDUSTRY,,Merck Sharp & Dohme LLC,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40366680,Spironolactone vs Amiloride for Resistant Hypertension: A Randomized Clinical Trial,JAMA,NCT04331691,,,No,,,Yonsei University,OTHER,OTHER,,Yonsei University,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39775041,Intracerebroventricular anaerobic dopamine in Parkinson's disease with L-dopa-related complications: a phase 1/2 randomized-controlled trial,Nat Med,NCT04332276,,,No,,2020-000155-12 (EUDRACT_NUMBER),"University Hospital, Lille",OTHER,OTHER,InBrain Pharma,"University Hospital, Lille; InBrain Pharma",No,Yes,RANDOMIZED,CROSSOVER,INTERVENTIONAL,OTHER
40174597,"Angiography-derived fractional flow reserve versus intravascular ultrasound to guide percutaneous coronary intervention in patients with coronary artery disease (FLAVOUR II): a multicentre, randomised, non-inferiority trial",Lancet,NCT04397211,,,No,,,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER,OTHER,"Seoul National University Hospital; Affiliated Hangzhou First People's Hospital; Wuhan University; Peking University Third Hospital; The Affiliated Hospital of Hangzhou Normal University; RenJi Hospital; Second Hospital of Shanxi Medical University; First Affiliated Hospital of Wenzhou Medical University; Second Affiliated Hospital of Wenzhou Medical University; Changxing People's Hospital; The Affiliated Hospital of Medical College, Ningbo University; Jinhua Central Hospital; Shandong University of Traditional Chinese Medicine; Dongyang People's Hospital; The First Affiliated Hospital of Nanchang University; Jining First People's Hospital; Second Affiliated Hospital of Shantou University Medical College; Ulsan University Hospital; Huizhou Municipal Central Hospital; Zhejiang Greentown Cardiovascular Hospital; The Fourth People's Hospital of Jinan; First Affiliated Hospital of Kunming Medical University","Second Affiliated Hospital, School of Medicine, Zhejiang University; Seoul National University Hospital; Affiliated Hangzhou First People's Hospital; Wuhan University; Peking University Third Hospital; The Affiliated Hospital of Hangzhou Normal University; RenJi Hospital; Second Hospital of Shanxi Medical University; First Affiliated Hospital of Wenzhou Medical University; Second Affiliated Hospital of Wenzhou Medical University; Changxing People's Hospital; The Affiliated Hospital of Medical College, Ningbo University; Jinhua Central Hospital; Shandong University of Traditional Chinese Medicine; Dongyang People's Hospital; The First Affiliated Hospital of Nanchang University; Jining First People's Hospital; Second Affiliated Hospital of Shantou University Medical College; Ulsan University Hospital; Huizhou Municipal Central Hospital; Zhejiang Greentown Cardiovascular Hospital; The Fourth People's Hospital of Jinan; First Affiliated Hospital of Kunming Medical University",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39565980,Embolization of the Middle Meningeal Artery for Chronic Subdural Hematoma,N Engl J Med,NCT04410146,https://clinicaltrials.gov/study/NCT04410146,Balt USA,Yes,FALSE,,Balt USA,INDUSTRY,INDUSTRY,,Balt USA,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40202623,Tolebrutinib versus Teriflunomide in Relapsing Multiple Sclerosis,N Engl J Med,NCT04410978,https://clinicaltrials.gov/study/NCT04410978,Sanofi,Yes,FALSE,"U1111-1238-1418 (REGISTRY, ICTRP); 2020-000637-41 (EUDRACT_NUMBER)",Sanofi,INDUSTRY,INDUSTRY,,Sanofi,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40202623,Tolebrutinib versus Teriflunomide in Relapsing Multiple Sclerosis,N Engl J Med,NCT04410991,https://clinicaltrials.gov/study/NCT04410991,Sanofi,Yes,FALSE,"U1111-1238-1373 (REGISTRY, ICTRP); 2020-000644-55 (EUDRACT_NUMBER)",Sanofi,INDUSTRY,INDUSTRY,,Sanofi,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40202696,Tolebrutinib in Nonrelapsing Secondary Progressive Multiple Sclerosis,N Engl J Med,NCT04411641,https://clinicaltrials.gov/study/NCT04411641,Sanofi,Yes,FALSE,"U1111-1246-7768 (REGISTRY, ICTRP); 2020-000647-30 (EUDRACT_NUMBER)",Sanofi,INDUSTRY,INDUSTRY,,Sanofi,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40174599,"Efficacy and safety of clopidogrel versus aspirin monotherapy in patients at high risk of subsequent cardiovascular event after percutaneous coronary intervention (SMART-CHOICE 3): a randomised, open-label, multicentre trial",Lancet,NCT04418479,,,No,,,Joo-Yong Hahn,OTHER,OTHER,,Joo-Yong Hahn,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39216096,Continuation versus Interruption of Oral Anticoagulation during TAVI,N Engl J Med,NCT04437303,,,No,,,St. Antonius Hospital,OTHER,OTHER,,St. Antonius Hospital,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40187364,"SAPIEN 3 versus Myval transcatheter heart valves for transcatheter aortic valve implantation (COMPARE-TAVI 1): a multicentre, randomised, non-inferiority trial",Lancet,NCT04443023,,,No,,,Aarhus University Hospital Skejby,OTHER,OTHER,Odense University Hospital; Aalborg University Hospital,Aarhus University Hospital Skejby; Odense University Hospital; Aalborg University Hospital,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
